semester,program,letnik,predmet,zacetek,trajanje,dan,vrsta,predavalnica,predavatelj,stevilo programov
Zimski semester 2017/18,Matematika,magistrski študij,IPNM / NAI,8,2,petek,V,3.11,['Bor Plestenjak'],4
Zimski semester 2017/18,Matematika,magistrski študij,Kompleksna analiza,10,3,petek,P,P.02,['Marjetka Knez'],3
Zimski semester 2017/18,Matematika,magistrski študij,Analiza na mnogoterostih,13,2,petek,V,3.07,['Brett Simon Chenoweth'],3
Zimski semester 2017/18,Matematika,magistrski študij,Bayesova statistika,14,2,petek,V,P.05,['Aljaž Zalar'],4
Zimski semester 2017/18,Matematika,doktorski študij,GEO SEM,10,2,ponedeljek,S,3.06,['Janez Mrčun'],1
Zimski semester 2017/18,Matematika,doktorski študij,TOP SEM,12,2,ponedeljek,S,3.06,['Petar Pavešić'],1
Zimski semester 2017/18,Matematika,doktorski študij,Seminar za diskretno matematiko,10,2,torek,S,3.07,['Primož Potočnik'],1
Zimski semester 2017/18,Matematika,doktorski študij,KA SEM,12,2,torek,S,3.06,['Franc Forstnerič'],1
Zimski semester 2017/18,Matematika,doktorski študij,Seminar za temelje,12,2,torek,S,PS,['Andrej Bauer'],1
Zimski semester 2017/18,Matematika,doktorski študij,SGT,10,2,sreda,S,3.05,['Dušan Repovš'],1
Zimski semester 2017/18,Matematika,doktorski študij,NA SEM,10,2,sreda,S,3.06,['Bor Plestenjak'],1
Zimski semester 2017/18,Matematika,doktorski študij,SAFA SEM,12,2,četrtek,S,2.03,"['Primož Moravec', 'Roman Drnovšek']",1
Zimski semester 2017/18,Matematika,doktorski študij,"Seminar za verjetnost, statistiko in finančno matematiko",14,2,četrtek,S,2.03,['Janez Bernik'],1
Zimski semester 2017/18,Matematika,doktorski študij,KRIPT SEM,16,2,četrtek,S,3.06,[],1
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Analiza 1,10,2,ponedeljek,P,2.05,['Barbara Drinovec Drnovšek'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Algebra 1,13,3,ponedeljek,V,2.02,['Gregor Cigler'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Algebra 1,13,3,ponedeljek,Ostale skupine,2.05,[],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Računalniški praktikum,12,3,torek,V,3.11,['Ines Meršak'],1
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Računalniški praktikum,12,3,torek,Ostale skupine,3.12,['Matjaž Zaveršnik'],1
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Analiza 1,8,2,sreda,V,2.01,['Jure Kališnik'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Analiza 1,8,2,sreda,Ostale skupine,2.05,['Uroš Kuzman'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Analiza 1,10,2,sreda,P,2.05,['Barbara Drinovec Drnovšek'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Algebra 1,12,2,sreda,P,2.05,['Boris Lavrič'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,KOLOKVIJI 1,16,2,sreda,P,2.01,[],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,KOLOKVIJI 1,16,2,sreda,P,2.05,[],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Logika in množice,10,2,četrtek,P,2.05,['Andrej Bauer'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Analiza 1,14,2,četrtek,V,2.01,['Jure Kališnik'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Logika in množice,8,2,petek,V,2.05,['Anja Petković'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Logika in množice,8,2,petek,Ostale skupine,2.01,['Davorin Lešnik'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Računalniški praktikum MAT,10,1,petek,P,2.05,['Andrej Bauer'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Algebra 1,11,1,petek,P,2.05,['Boris Lavrič'],2
Zimski semester 2017/18,Pedagoška matematika,1. letnik,Analiza 1,12,2,petek,Ostale skupine,2.05,['Uroš Kuzman'],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Algebra 2,8,2,ponedeljek,V,3.05,['Klemen Šivic'],3
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Programska oprema pri pouku,10,1,ponedeljek,P,3.07,['Andrej Bauer'],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Programska oprema pri pouku,11,1,ponedeljek,S,3.07,['Andrej Bauer'],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Analiza 2a,8,2,torek,P,2.02,['Miran Černe'],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Analiza 2a,10,3,torek,V,2.02,['Gregor Cigler'],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Psihologija učenja in pouka,14,2,torek,P,2.03,['Melita Puklek Levpušček'],4
Zimski semester 2017/18,Pedagoška matematika,2. letnik,KOLOKVIJI 2,16,2,torek,P,2.01,[],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,KOLOKVIJI 2,16,2,torek,P,2.02,[],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Diskretna matematika 1,12,2,sreda,V,3.04,['Barbara Ikica'],3
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Programska oprema pri pouku,12,3,sreda,V,3.12,['Davorin Lešnik'],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Diskretna matematika 1,15,2,sreda,Ostale skupine,2.04,['Leon Lampret'],3
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Analiza 2a,8,2,četrtek,P,2.02,['Miran Černe'],2
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Diskretna matematika 1,12,2,četrtek,P,2.01,['Riste Škrekovski'],3
Zimski semester 2017/18,Pedagoška matematika,2. letnik,Algebra 2,10,2,petek,P,2.02,['Matej Brešar'],3
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Verjetnost,8,2,ponedeljek,V,P.05,['Martin Raič'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Programska oprema pri pouku,10,1,ponedeljek,P,3.07,['Andrej Bauer'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Uvod v numerične metode,10,2,ponedeljek,V,3.04,['Jan Grošelj'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Programska oprema pri pouku,11,1,ponedeljek,S,3.07,['Andrej Bauer'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Uvod v numerične metode,12,1,ponedeljek,V,3.11,['Jan Grošelj'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Astronomija,13,3,ponedeljek,P,F5,['Tomaž Zwitter'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Elementarna teorija števil,16,1,ponedeljek,P,2.04,['Sašo Strle'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Verjetnost,10,2,torek,P,3.04,['Mihael Perman'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Uvod v numerične metode,12,2,torek,P,2.03,['Bor Plestenjak'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Psihologija učenja in pouka,14,2,torek,P,2.03,['Melita Puklek Levpušček'],4
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Pedagogika z andragogiko,8,2,sreda,P,3.07,['Monika Govekar Okoliš'],4
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Analiza 3,8,2,sreda,V,3.04,['Oliver Dragičević'],3
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Astronomija,12,1,sreda,V,3.06,['Gregor Traven'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Programska oprema pri pouku,12,3,sreda,V,3.12,['Davorin Lešnik'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Elementarna teorija števil,14,2,sreda,V,3.04,[],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Elementarna teorija števil,8,2,četrtek,P,2.04,['Sašo Strle'],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Analiza 3,12,3,četrtek,P,2.04,['Pavle Saksida'],3
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Analiza 3,15,1,četrtek,V,3.04,['Oliver Dragičević'],3
Zimski semester 2017/18,Pedagoška matematika,3. letnik,KOLOKVIJI 3,18,2,četrtek,P,2.01,[],2
Zimski semester 2017/18,Pedagoška matematika,3. letnik,Uvod v numerične metode,12,1,petek,P,3.06,['Bor Plestenjak'],2
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Programiranje 1,10,2,ponedeljek,Ostale skupine,3.10,['Žiga Lukšič'],3
Zimski semester 2017/18,Pedagoška matematika,4. letnik,KOLOKVIJI 4,18,2,ponedeljek,P,2.02,[],1
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Optimizacija 1,8,2,torek,V,3.04,['Arjana Žitnik'],2
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Psihologija učenja in pouka,14,2,torek,P,2.03,['Melita Puklek Levpušček'],4
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Pedagogika z andragogiko,8,2,sreda,P,3.07,['Monika Govekar Okoliš'],4
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Mehanika 1,10,2,sreda,P,3.04,['George Mejak'],2
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Programiranje 1,12,2,sreda,V,3.11,['Philipp Georg Haselwarter'],3
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Optimizacija 1,12,2,sreda,P,2.03,['Arjana Žitnik'],2
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Programiranje 1,10,2,četrtek,P,P.05,['Matija Pretnar'],3
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Matematična obzorja,12,3,četrtek,P,3.06,['Boris Lavrič'],2
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Mehanika 1,10,2,petek,V,F2,['Jure Kališnik'],2
Zimski semester 2017/18,Pedagoška matematika,4. letnik,Matematična obzorja,13,2,petek,V,3.06,['Dejan Velušček'],2
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Teorija grup in polgrup,8,1,ponedeljek,P,P.01,['Tomaž Košir'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Bayesova statistika,8,3,ponedeljek,P,2.03,['Jaka Smrekar'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Verjetnost 2 / Verjetnost,11,2,ponedeljek,V,2.03,['Matija Vidmar'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,IPNM / NAI,12,2,ponedeljek,P,3.05,['Bor Plestenjak'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Kombinatorika / Kombinatorika 2,13,3,ponedeljek,P,2.03,['Matjaž Konvalinka'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,IPNM / NAI,14,1,ponedeljek,S,3.05,['Bor Plestenjak'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Algebraična topologija 2,16,2,ponedeljek,V,3.07,['Leon Lampret'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Analiza na mnogoterostih,8,2,torek,P,P.05,['Franc Forstnerič'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Analiza na mnogoterostih,10,1,torek,S,P.05,['Franc Forstnerič'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Verjetnost 2 / Verjetnost,11,3,torek,P,3.05,['Janez Bernik'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Izbrana poglavja iz računalniške matematike  / Verjetnostne metode v računalništvu,14,3,torek,P,3.05,[],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Kombinatorika / Kombinatorika 2,17,2,torek,V,P.04,['Vesna Iršič'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Izbrana poglavja iz finančne matematike 1,8,2,sreda,V,3.05,['Tomaž Košir'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,FM2,10,3,sreda,P,3.07,['Mihael Perman'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Kompleksna analiza,13,2,sreda,V,2.04,['Jan Grošelj'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Teorija mere,15,1,sreda,P,2.02,['Marko Kandić'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,IPRM / VMR,16,2,sreda,V,3.10,['Janoš Vidali'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,IPRM / VMR,16,2,sreda,V,3.05,['Janoš Vidali'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,FM2,17,2,sreda,V,3.06,['Matija Vidmar'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Teorija mere,8,2,četrtek,P,3.04,['Marko Kandić'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Teorija grup in polgrup,10,2,četrtek,P,3.07,['Tomaž Košir'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Algebraična topologija 2,12,3,četrtek,P,F3,['Jaka Smrekar'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Matematična obzorja,12,3,četrtek,P,3.06,['Boris Lavrič'],2
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Teorija mere,15,2,četrtek,V,2.04,['Matija Vidmar'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Teorija grup in polgrup,8,2,petek,V,2.04,['Klemen Šivic'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,IPNM / NAI,8,2,petek,V,3.11,['Bor Plestenjak'],4
Zimski semester 2017/18,Pedagoška matematika,5. letnik,Kompleksna analiza,10,3,petek,P,P.02,['Marjetka Knez'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,MAT 2-ANAMNT,13,2,petek,V,3.07,['Brett Simon Chenoweth'],3
Zimski semester 2017/18,Pedagoška matematika,5. letnik,MO,13,2,petek,V,3.06,['Dejan Velušček'],2
Zimski semester 2017/18,Pedagoška matematika,5. letnik,BAYSTAT,14,2,petek,V,P.05,['Aljaž Zalar'],4
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Programiranje 1,8,2,ponedeljek,V,3.11,['Matija Lokar'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Programiranje 1,10,2,ponedeljek,Ostale skupine,3.11,['Matija Lokar'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematika v družbi,10,2,ponedeljek,P,3.05,['Pino Koc'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematika I,12,2,ponedeljek,P,P.02,['Pavle Saksida'],2
Zimski semester 2017/18,Aplikativna matematika,1. letnik,KOLOKVIJI 1P,18,2,ponedeljek,P,2.05,[],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Programiranje 1,8,2,torek,P,2.04,['Matija Lokar'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Računalniška orodja v matematiki,10,1,torek,P,3.05,['George Mejak'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Linearna algebra,11,3,torek,V,P.02,[],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Računalniška orodja v matematiki,15,2,torek,V,3.11,['Janez Šter'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematika I,8,2,sreda,P,P.02,['Pavle Saksida'],2
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematično izražanje v angleščini,10,2,sreda,P,2.02,[],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematično izražanje v angleščini,12,2,sreda,V,F4,['Brett Simon Chenoweth'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Računalniška orodja v matematiki,14,2,sreda,Ostale skupine,3.11,['Janez Šter'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematika v družbi,8,2,četrtek,V,3.06,['Davorin Lešnik'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Linearna algebra,10,3,četrtek,P,P.02,['David Dolžan'],1
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematika I,13,2,četrtek,V,P.02,['Oliver Dragičević'],2
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Računalniški praktikum,18,2,četrtek,V,3.10,['Matjaž Zaveršnik'],2
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Računalniški praktikum,18,2,četrtek,Ostale skupine,3.11,['Ana Borovac'],2
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Matematika I,9,2,petek,V,2.03,['Oliver Dragičević'],2
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Računalniški praktikum,11,1,petek,P,2.01,['Andrej Bauer'],2
Zimski semester 2017/18,Aplikativna matematika,1. letnik,Programiranje 1,12,2,petek,Ostale skupine,3.12,['Matija Lokar'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Numerične metode 1,8,2,ponedeljek,V,3.10,['Jan Grošelj'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Podatkovne baze 1,10,2,ponedeljek,V,3.12,['Janoš Vidali'],2
Zimski semester 2017/18,Aplikativna matematika,2. letnik,MAT 2,9,3,torek,P,3.06,['Uroš Kuzman'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Algebra in diskretna matematika,13,3,torek,P,P.05,['Primož Potočnik'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Numerične metode 1,8,2,sreda,P,3.06,['Marjetka Knez'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Verjetnost,10,2,sreda,P,2.04,['Janez Bernik'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Fizikalni praktikum,12,2,sreda,P,,['Nastja Mahne'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,KOLOKVIJI 2P,18,2,sreda,P,2.01,[],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Podatkovne baze 1,8,2,četrtek,P,3.10,['Alen Orbanić'],2
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Podatkovne baze 1,10,1,četrtek,S,3.10,['Alen Orbanić'],2
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Verjetnost,10,2,četrtek,V,3.06,['Gregor Šega'],1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,MAT 2,7,3,petek,V,P.05,"['Martin Raič', 'Aleš Vavpetič']",1
Zimski semester 2017/18,Aplikativna matematika,2. letnik,Algebra in diskretna matematika,10,3,petek,V,3.05,['Karin Cvetko-Vah'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Mehanika,8,2,ponedeljek,P,3.04,['George Mejak'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Podatkovne baze 1,10,2,ponedeljek,V,3.12,['Janoš Vidali'],2
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Mehanika,8,2,torek,V,3.07,['George Mejak'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Programiranje 3,10,2,torek,P,3.11,['Matija Lokar'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Optimizacija,8,3,sreda,V,3.11,['Gregor Šega'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Računalništvo 1,11,3,sreda,V,3.10,['Matija Pretnar'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,KOLOKVIJI 3P,18,2,sreda,P,2.02,[],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Podatkovne baze 1,8,2,četrtek,P,3.10,['Alen Orbanić'],2
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Podatkovne baze 1,10,1,četrtek,S,3.10,['Alen Orbanić'],2
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Računalništvo 1,11,1,četrtek,S,3.11,['Matija Lokar'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Računalništvo 1,12,2,četrtek,P,3.11,['Matija Lokar'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Programiranje 3,8,2,petek,V,3.12,['Tomaž Stepišnik Perdih'],1
Zimski semester 2017/18,Aplikativna matematika,3. letnik,Optimizacija,10,3,petek,P,2.04,['Arjana Žitnik'],1
Zimski semester 2017/18,Uporabna statistika,magistrski študij,Bayesova statistika,8,3,ponedeljek,P,2.03,['Jaka Smrekar'],4
Zimski semester 2017/18,Uporabna statistika,magistrski študij,Verjetnost 2 / Verjetnost,11,2,ponedeljek,V,2.03,['Matija Vidmar'],4
Zimski semester 2017/18,Uporabna statistika,magistrski študij,Verjetnost 2 / Verjetnost,11,3,torek,P,3.05,['Janez Bernik'],4
Zimski semester 2017/18,Uporabna statistika,magistrski študij,Teorija mere,15,1,sreda,P,2.02,['Marko Kandić'],4
Zimski semester 2017/18,Uporabna statistika,magistrski študij,Teorija mere,8,2,četrtek,P,3.04,['Marko Kandić'],4
Zimski semester 2017/18,Uporabna statistika,magistrski študij,Teorija mere,15,2,četrtek,V,2.04,['Matija Vidmar'],4
Zimski semester 2017/18,Uporabna statistika,magistrski študij,Bayesova statistika,14,2,petek,V,P.05,['Aljaž Zalar'],4
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika I,12,2,ponedeljek,P,P.02,['Pavle Saksida'],2
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,8,1,torek,S,MFP,['Aleš Mohorič'],1
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,9,2,torek,P,MFP,['Aleš Mohorič'],1
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika I,8,2,sreda,P,P.02,['Pavle Saksida'],2
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Praktikum aplikativne fizike I,10,3,sreda,L,Pra1,['Andreja Šarlah'],1
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,14,3,sreda,V,F6,['Aleks Smolkovič'],1
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,8,2,četrtek,P,MFP,['Aleš Mohorič'],1
Zimski semester 2017/18,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika I,13,2,četrtek,V,P.02,['Oliver Dragičević'],2
