semester,program,letnik,predmet,zacetek,trajanje,dan,vrsta,predavalnica,predavatelj,stevilo programov
Zimski semester 2022/23,Matematika,2. letnik,Splošna topologija,8,2,torek,P,2.02,['Petar Pavešić'],3
Zimski semester 2022/23,Matematika,2. letnik,Analiza 2a,10,3,torek,V,2.02,['Gregor Cigler'],2
Zimski semester 2022/23,Matematika,2. letnik,Analiza 2a,8,2,sreda,P,2.02,['Miran Černe'],2
Zimski semester 2022/23,Matematika,2. letnik,Programiranje 1,10,2,sreda,Ostale skupine,3.11,['Katja Berčič'],3
Zimski semester 2022/23,Matematika,2. letnik,Analiza 2a,12,3,sreda,Ostale skupine,3.05,['Jaka Pelaič'],2
Zimski semester 2022/23,Matematika,2. letnik,KOLOKVIJI 2,16,2,sreda,P,2.05,[],2
Zimski semester 2022/23,Matematika,2. letnik,Programiranje 1,8,2,četrtek,P,2.04,['Matija Pretnar'],3
Zimski semester 2022/23,Matematika,2. letnik,Diskretna matematika 1,11,2,četrtek,P,2.04,['Sandi Klavžar'],3
Zimski semester 2022/23,Matematika,2. letnik,Diskretna matematika 1,13,2,četrtek,V,3.05,['Arjana Žitnik'],3
Zimski semester 2022/23,Matematika,2. letnik,Analiza 2a,8,2,petek,P,2.02,['Miran Černe'],2
Zimski semester 2022/23,Matematika,2. letnik,Algebra 2,10,2,petek,P,3.04,['Matej Brešar'],3
Zimski semester 2022/23,Matematika,2. letnik,Splošna topologija,12,2,petek,V,2.05,['Davorin Lešnik'],3
Zimski semester 2022/23,Matematika,3. letnik,Teorija iger,7,3,ponedeljek,P,2.02,['Sergio Cabello'],3
Zimski semester 2022/23,Matematika,3. letnik,Uvod v numerične metode,10,2,ponedeljek,V,3.04,['Jan Grošelj'],2
Zimski semester 2022/23,Matematika,3. letnik,Elementarna geometrija,12,2,ponedeljek,V,2.04,['Vesna Iršič'],1
Zimski semester 2022/23,Matematika,3. letnik,Diplomski seminar,14,2,ponedeljek,S,3.04,['Pavle Saksida'],1
Zimski semester 2022/23,Matematika,3. letnik,Diplomski seminar,14,2,ponedeljek,S,2.03,['Urban Jezernik'],1
Zimski semester 2022/23,Matematika,3. letnik,Verjetnost,8,2,torek,P,3.06,['Mihael Perman'],2
Zimski semester 2022/23,Matematika,3. letnik,Verjetnost,10,2,torek,V,3.06,['Martin Raič'],2
Zimski semester 2022/23,Matematika,3. letnik,Elementarna geometrija,13,3,torek,P,3.05,['Sašo Strle'],1
Zimski semester 2022/23,Matematika,3. letnik,Uvod v diferencialno geometrijo,15,2,torek,P,2.03,['Jaka Smrekar'],3
Zimski semester 2022/23,Matematika,3. letnik,Uvod v diferencialno geometrijo,17,2,torek,V,3.07,['Blaž Jelenc'],3
Zimski semester 2022/23,Matematika,3. letnik,Teorija iger,7,3,sreda,V,P.02,['Jan Rems'],3
Zimski semester 2022/23,Matematika,3. letnik,Optimizacija 1,10,2,sreda,P,2.03,['Arjana Žitnik'],2
Zimski semester 2022/23,Matematika,3. letnik,Mehanika 1,12,2,sreda,P,2.03,['George Mejak'],2
Zimski semester 2022/23,Matematika,3. letnik,Verjetnost,14,1,sreda,V,2.04,['Martin Raič'],2
Zimski semester 2022/23,Matematika,3. letnik,Uvod v numerične metode,16,1,sreda,V,3.11,['Jan Grošelj'],2
Zimski semester 2022/23,Matematika,3. letnik,Analiza 3,8,3,četrtek,P,3.05,['Pavle Saksida'],3
Zimski semester 2022/23,Matematika,3. letnik,Optimizacija 1,11,2,četrtek,V,3.05,['Arjana Žitnik'],2
Zimski semester 2022/23,Matematika,3. letnik,Analiza 3,13,3,četrtek,V,2.04,['Mitja Nedić'],3
Zimski semester 2022/23,Matematika,3. letnik,Podatkovne strukture in algoritmi 1,16,2,četrtek,P,2.02,['Matija Pretnar'],2
Zimski semester 2022/23,Matematika,3. letnik,Mehanika 1,8,2,petek,V,3.04,['Martin Jesenko'],2
Zimski semester 2022/23,Matematika,3. letnik,Uvod v numerične metode,10,3,petek,P,2.02,['Bor Plestenjak'],2
Zimski semester 2022/23,Matematika,3. letnik,Podatkovne strukture in algoritmi 1,13,2,petek,V,2.03,['Gašper Domen Romih'],2
Zimski semester 2022/23,Matematika,3. letnik,KOLOKVIJI 3,16,2,petek,P,2.01,[],2
Zimski semester 2022/23,Matematika,magistrski študij,Statistika 2,8,3,ponedeljek,P,F6,['Jaka Smrekar'],4
Zimski semester 2022/23,Matematika,magistrski študij,Izbrana poglavja iz algebre,11,1,ponedeljek,P,3.07,['Urban Jezernik'],3
Zimski semester 2022/23,Matematika,magistrski študij,Računalniško podprto (geometrijsko) oblikovanje,12,2,ponedeljek,Ostale skupine,3.11,['Jan Grošelj'],4
Zimski semester 2022/23,Matematika,magistrski študij,Uvod v funkcionalno analizo,14,2,ponedeljek,V,3.05,['Tea Štrekelj'],3
Zimski semester 2022/23,Matematika,magistrski študij,Izbrana poglavja iz optimizacije,16,2,ponedeljek,V,P.01,['Timotej Hrga'],3
Zimski semester 2022/23,Matematika,magistrski študij,Verjetnost 2 / Verjetnost,16,3,ponedeljek,P,3.04,['Janez Bernik'],4
Zimski semester 2022/23,Matematika,magistrski študij,NINDE / IPNM,8,2,torek,P,P.01,['Emil Žagar'],3
Zimski semester 2022/23,Matematika,magistrski študij,Moderna fizika,8,3,torek,P,F6,['Sašo Grozdanov'],2
Zimski semester 2022/23,Matematika,magistrski študij,Izbrana poglavja iz algebre,10,2,torek,P,3.07,['Urban Jezernik'],3
Zimski semester 2022/23,Matematika,magistrski študij,Izbrana poglavja iz optimizacije,12,3,torek,P,3.07,['Janez Povh'],3
Zimski semester 2022/23,Matematika,magistrski študij,Moderna fizika,15,2,torek,V,P.01,['Timotej Lemut'],2
Zimski semester 2022/23,Matematika,magistrski študij,Verjetnost 2 / Verjetnost,8,2,sreda,V,3.05,['Gregor Šega'],4
Zimski semester 2022/23,Matematika,magistrski študij,MAT 2-ANAMNT,10,1,sreda,P,P.01,['Franc Forstnerič'],3
Zimski semester 2022/23,Matematika,magistrski študij,MAT2-TG,10,2,sreda,Ostale skupine,F6,['Vesna Iršič'],4
Zimski semester 2022/23,Matematika,magistrski študij,FM2,10,3,sreda,P,3.07,['Mihael Perman'],3
Zimski semester 2022/23,Matematika,magistrski študij,MAT2-TG,12,2,sreda,V,2.05,['Vesna Iršič'],4
Zimski semester 2022/23,Matematika,magistrski študij,MAT-RPGO,14,2,sreda,V,3.11,['Jan Grošelj'],4
Zimski semester 2022/23,Matematika,magistrski študij,UFA 2MAT,14,2,sreda,P,2.01,['Igor Klep'],3
Zimski semester 2022/23,Matematika,magistrski študij,TIZRAČ,14,3,sreda,P,2.03,['Alexander Keith Simpson'],4
Zimski semester 2022/23,Matematika,magistrski študij,FM2,16,2,sreda,V,3.06,['Jan Rems'],3
Zimski semester 2022/23,Matematika,magistrski študij,TIZRAČ,17,2,sreda,V,3.07,['Davorin Lešnik'],4
Zimski semester 2022/23,Matematika,magistrski študij,Matematični seminar,9,1,četrtek,P,3.06,['Emil Žagar'],1
Zimski semester 2022/23,Matematika,magistrski študij,Statistika 2,10,2,četrtek,V,3.11,['Katarina Brilej'],4
Zimski semester 2022/23,Matematika,magistrski študij,Teorija grafov,10,3,četrtek,P,P.02,['Csilla Bujtas'],4
Zimski semester 2022/23,Matematika,magistrski študij,Analiza na mnogoterostih,12,2,četrtek,V,3.04,['Andrej Svetina'],3
Zimski semester 2022/23,Matematika,magistrski študij,Uvod v funkcionalno analizo,14,3,četrtek,P,2.01,['Igor Klep'],3
Zimski semester 2022/23,Matematika,magistrski študij,NINDE / IPNM,8,1,petek,P,3.06,['Emil Žagar'],3
Zimski semester 2022/23,Matematika,magistrski študij,Analiza na mnogoterostih,9,2,petek,P,3.07,['Franc Forstnerič'],3
Zimski semester 2022/23,Matematika,magistrski študij,NINDE / IPNM,10,2,petek,V,2.03,['Tadej Kanduč'],3
Zimski semester 2022/23,Matematika,magistrski študij,Izbrana poglavja iz algebre,11,2,petek,V,3.07,['Gregor Podlogar'],3
Zimski semester 2022/23,Matematika,magistrski študij,Bayesova statistika,12,1,petek,V,3.06,['Nina Ružić Gorenjec'],4
Zimski semester 2022/23,Matematika,magistrski študij,BAYSTAT,13,2,petek,P,3.06,['Jaka Smrekar'],4
Zimski semester 2022/23,Matematika,magistrski študij,BAYSTAT,13,2,petek,V,3.12,['Nina Ružić Gorenjec'],4
Zimski semester 2022/23,Matematika,magistrski študij,MAT-RPGO,13,3,petek,S,2.02,['Marjetka Knez'],4
Zimski semester 2022/23,Matematika,magistrski študij,UAG,13,3,petek,P,3.05,['Klemen Šivic'],3
Zimski semester 2022/23,Matematika,magistrski študij,Uvod v algebraično geometrijo,16,2,petek,V,3.05,['Matej Filip'],3
Zimski semester 2022/23,Matematika,doktorski študij,GEO SEM,10,2,ponedeljek,S,3.06,['Janez Mrčun'],1
Zimski semester 2022/23,Matematika,doktorski študij,TOP SEM,12,2,ponedeljek,S,3.06,['Petar Pavešić'],1
Zimski semester 2022/23,Matematika,doktorski študij,Seminar za diskretno matematiko,10,2,torek,S,PS,['Primož Potočnik'],1
Zimski semester 2022/23,Matematika,doktorski študij,KA SEM,12,2,torek,S,3.06,"['Barbara Drinovec Drnovšek', 'Franc Forstnerič']",1
Zimski semester 2022/23,Matematika,doktorski študij,SGT,10,2,sreda,S,3.05,"['Bošjan Gabrovšek', 'Dušan Repovš']",1
Zimski semester 2022/23,Matematika,doktorski študij,NA SEM,10,2,sreda,S,3.06,['Bor Plestenjak'],1
Zimski semester 2022/23,Matematika,doktorski študij,Izbrana poglavja iz verjetnosti in statistike,13,2,sreda,P,3.07,['Matija Vidmar'],1
Zimski semester 2022/23,Matematika,doktorski študij,Seminar za temelje,10,2,četrtek,S,3.07,['Andrej Bauer'],1
Zimski semester 2022/23,Matematika,doktorski študij,SAFA SEM,12,2,četrtek,S,2.03,"['Primož Moravec', 'Roman Drnovšek']",1
Zimski semester 2022/23,Matematika,doktorski študij,"Seminar za verjetnost, statistiko in finančno matematiko",14,2,četrtek,S,2.03,['Janez Bernik'],1
Zimski semester 2022/23,Matematika,doktorski študij,KRIPT SEM,16,2,četrtek,S,3.06,[],1
Zimski semester 2022/23,Matematika,doktorski študij,Izbrana poglavja iz računalniške matematike,10,2,petek,P,3.06,['Alexander Keith Simpson'],1
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Analiza 1,11,2,ponedeljek,P,2.05,['Barbara Drinovec Drnovšek'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Algebra 1,13,3,ponedeljek,V,2.05,['Gregor Cigler'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Algebra 1,8,3,torek,Ostale skupine,2.01,['Lucijan Plevnik'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Računalniški praktikum,12,3,torek,Ostale skupine,3.12,['Ana Luetić'],1
Zimski semester 2022/23,Pedagoška matematika,1. letnik,KOLOKVIJI 1,16,2,torek,P,2.01,[],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,KOLOKVIJI 1,16,2,torek,P,2.05,[],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Analiza 1,8,2,sreda,P,2.05,['Barbara Drinovec Drnovšek'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Logika in množice,10,2,sreda,P,2.05,['Andrej Bauer'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Analiza 1,14,2,sreda,V,2.02,['Uroš Kuzman'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Analiza 1,14,2,sreda,Ostale skupine,F1,['Dejan Govc'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,ANA1 Kviz,16,1,sreda,O,2.02,['Uroš Kuzman'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,ANA1 Kviz,16,1,sreda,Ostale skupine,F1,['Dejan Govc'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Logika in množice,8,2,četrtek,V,2.05,['Davorin Lešnik'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Logika in množice,8,2,četrtek,Ostale skupine,3.04,['Dejan Govc'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Algebra 1,10,2,četrtek,P,2.05,['Primož Moravec'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Analiza 1,12,2,četrtek,V,P.01,['Uroš Kuzman'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Analiza 1,12,2,četrtek,Ostale skupine,2.05,['Dejan Govc'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Proseminar A (PED),8,2,petek,V,3.05,['Gregor Šega'],1
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Računalniški praktikum MAT,10,1,petek,P,2.05,['Ljupčo Todorovski'],2
Zimski semester 2022/23,Pedagoška matematika,1. letnik,Algebra 1,11,1,petek,P,2.05,['Primož Moravec'],2
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Algebra 2,8,2,ponedeljek,V,3.04,['Ganna Kudryavtseva'],3
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Analiza 2a,10,3,torek,V,2.02,['Gregor Cigler'],2
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Analiza 2a,8,2,sreda,P,2.02,['Miran Černe'],2
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Analiza 2a,12,3,sreda,Ostale skupine,3.05,['Jaka Pelaič'],2
Zimski semester 2022/23,Pedagoška matematika,2. letnik,KOLOKVIJI 2,16,2,sreda,P,2.05,[],2
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Diskretna matematika 1,11,2,četrtek,P,2.04,['Sandi Klavžar'],3
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Diskretna matematika 1,13,2,četrtek,V,3.05,['Arjana Žitnik'],3
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Analiza 2a,8,2,petek,P,2.02,['Miran Černe'],2
Zimski semester 2022/23,Pedagoška matematika,2. letnik,Algebra 2,10,2,petek,P,3.04,['Matej Brešar'],3
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Uvod v numerične metode,10,2,ponedeljek,V,3.04,['Jan Grošelj'],2
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Verjetnost,8,2,torek,P,3.06,['Mihael Perman'],2
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Verjetnost,10,2,torek,V,3.06,['Martin Raič'],2
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Verjetnost,14,1,sreda,V,2.04,['Martin Raič'],2
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Uvod v numerične metode,16,1,sreda,V,3.11,['Jan Grošelj'],2
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Analiza 3,8,3,četrtek,P,3.05,['Pavle Saksida'],3
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Analiza 3,13,3,četrtek,V,2.04,['Mitja Nedić'],3
Zimski semester 2022/23,Pedagoška matematika,3. letnik,Uvod v numerične metode,10,3,petek,P,2.02,['Bor Plestenjak'],2
Zimski semester 2022/23,Pedagoška matematika,3. letnik,KOLOKVIJI 3,16,2,petek,P,2.01,[],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Programiranje 1,10,2,ponedeljek,V,3.11,['Filip Koprivec'],3
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Simbolno računanje in dinamična geometrija,12,2,ponedeljek,P,3.10,"['Damjan Kobal', 'Andrej Bauer']",2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Statistika v šoli,14,2,ponedeljek,V,3.07,['Martin Raič'],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,KOLOKVIJI 4,18,2,ponedeljek,P,2.02,[],1
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Zgodovina matematike,8,2,torek,V,3.07,['Peter Goričan'],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Statistika v šoli,10,2,torek,P,3.10,['Jaka Smrekar'],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Simbolno računanje in dinamična geometrija,12,2,torek,V,F8,"['Damjan Kobal', 'Davorin Lešnik']",2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Uvod v diferencialno geometrijo,15,2,torek,P,2.03,['Jaka Smrekar'],3
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Uvod v diferencialno geometrijo,17,2,torek,V,3.07,['Blaž Jelenc'],3
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Programiranje 1,10,2,sreda,Ostale skupine,3.11,['Katja Berčič'],3
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Optimizacija 1,10,2,sreda,P,2.03,['Arjana Žitnik'],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Mehanika 1,12,2,sreda,P,2.03,['George Mejak'],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Programiranje 1,8,2,četrtek,P,2.04,['Matija Pretnar'],3
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Optimizacija 1,11,2,četrtek,V,3.05,['Arjana Žitnik'],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Zgodovina matematike,13,3,četrtek,P,3.07,['Gregor Cigler'],2
Zimski semester 2022/23,Pedagoška matematika,4. letnik,Mehanika 1,8,2,petek,V,3.04,['Martin Jesenko'],2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Statistika 2,8,3,ponedeljek,P,F6,['Jaka Smrekar'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Izbrana poglavja iz algebre,11,1,ponedeljek,P,3.07,['Urban Jezernik'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,MAT-RPGO,12,2,ponedeljek,Ostale skupine,3.11,['Jan Grošelj'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Simbolno računanje in dinamična geometrija,12,2,ponedeljek,P,3.10,"['Damjan Kobal', 'Andrej Bauer']",2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Uvod v funkcionalno analizo,14,2,ponedeljek,V,3.05,['Tea Štrekelj'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Statistika v šoli,14,2,ponedeljek,V,3.07,['Martin Raič'],2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Izbrana poglavja iz optimizacije,16,2,ponedeljek,V,P.01,['Timotej Hrga'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Verjetnost 2 / Verjetnost,16,3,ponedeljek,P,3.04,['Janez Bernik'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,PED-ZM,8,2,torek,V,3.07,['Peter Goričan'],2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,MAT2-MF,8,3,torek,P,F6,['Sašo Grozdanov'],2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,SVŠ,10,2,torek,P,3.10,['Jaka Smrekar'],2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,IPAL,10,2,torek,P,3.07,['Urban Jezernik'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Simbolno računanje in dinamična geometrija,12,2,torek,V,F8,"['Damjan Kobal', 'Davorin Lešnik']",2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Izbrana poglavja iz optimizacije,12,3,torek,P,3.07,['Janez Povh'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Moderna fizika,15,2,torek,V,P.01,['Timotej Lemut'],2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Verjetnost 2 / Verjetnost,8,2,sreda,V,3.05,['Gregor Šega'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,MAT 2-ANAMNT,10,1,sreda,P,P.01,['Franc Forstnerič'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,MAT2-TG,10,2,sreda,Ostale skupine,F6,['Vesna Iršič'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,FM2,10,3,sreda,P,3.07,['Mihael Perman'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,MAT2-TG,12,2,sreda,V,2.05,['Vesna Iršič'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,MAT-RPGO,14,2,sreda,V,3.11,['Jan Grošelj'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,UFA 2MAT,14,2,sreda,P,2.01,['Igor Klep'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,TIZRAČ,14,3,sreda,P,2.03,['Alexander Keith Simpson'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,FM2,16,2,sreda,V,3.06,['Jan Rems'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,TIZRAČ,17,2,sreda,V,3.07,['Davorin Lešnik'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Statistika 2,10,2,četrtek,V,3.11,['Katarina Brilej'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Teorija grafov,10,3,četrtek,P,P.02,['Csilla Bujtas'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Analiza na mnogoterostih,12,2,četrtek,V,3.04,['Andrej Svetina'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Zgodovina matematike,13,3,četrtek,P,3.07,['Gregor Cigler'],2
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Uvod v funkcionalno analizo,14,3,četrtek,P,2.01,['Igor Klep'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Analiza na mnogoterostih,9,2,petek,P,3.07,['Franc Forstnerič'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Izbrana poglavja iz algebre,11,2,petek,V,3.07,['Gregor Podlogar'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Bayesova statistika,12,1,petek,V,3.06,['Nina Ružić Gorenjec'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,BAYSTAT,13,2,petek,P,3.06,['Jaka Smrekar'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,BAYSTAT,13,2,petek,V,3.12,['Nina Ružić Gorenjec'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,MAT-RPGO,13,3,petek,S,2.02,['Marjetka Knez'],4
Zimski semester 2022/23,Pedagoška matematika,5. letnik,UAG,13,3,petek,P,3.05,['Klemen Šivic'],3
Zimski semester 2022/23,Pedagoška matematika,5. letnik,Uvod v algebraično geometrijo,16,2,petek,V,3.05,['Matej Filip'],3
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Programiranje 1,8,2,ponedeljek,V,3.10,['Ajda Lampe'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematika v družbi,10,2,ponedeljek,P,2.02,['Pino Koc'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematika I,12,2,ponedeljek,V,2.02,['Timotej Hrga'],2
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Programiranje 1,14,2,ponedeljek,P,2.02,['Matija Lokar'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,KOLOKVIJI 1P,16,2,ponedeljek,P,2.01,[],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Programiranje 1,8,2,torek,Ostale skupine,3.11,['Ajda Lampe'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Linearna algebra,11,3,torek,V,2.01,['Blaž Jelenc'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematika I,14,2,torek,P,2.01,['Pavle Saksida'],2
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Programiranje 1,8,2,sreda,Ostale skupine,3.11,['Matija Lokar'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematično izražanje v angleščini,10,2,sreda,P,P.02,['Alexander Keith Simpson'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematično izražanje v angleščini,12,2,sreda,V,2.04,['Timotej Hrga'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematika v družbi,8,2,četrtek,V,2.02,['Pino Koc'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Linearna algebra,10,3,četrtek,P,2.02,['David Dolžan'],1
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematika I,13,2,četrtek,P,2.02,['Pavle Saksida'],2
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Matematika I,9,2,petek,V,F1,['Timotej Hrga'],2
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Računalniški praktikum,11,1,petek,P,2.01,['Ljupčo Todorovski'],2
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Računalniški praktikum,12,2,petek,V,3.11,['Matjaž Zaveršnik'],2
Zimski semester 2022/23,Aplikativna matematika,1. letnik,Računalniški praktikum,12,2,petek,Ostale skupine,3.10,['Maja Abraham'],2
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Numerične metode 1,10,2,ponedeljek,V,3.10,['Tadej Kanduč'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,PB1,12,2,ponedeljek,V,3.12,['Filip Koprivec'],2
Zimski semester 2022/23,Aplikativna matematika,2. letnik,NUM1,12,2,ponedeljek,P,P.02,['Marjetka Knez'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,MAT 2,8,3,torek,P,3.05,['Luka Boc Thaler'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Komuniciranje v matematiki,11,2,torek,S,3.05,['Marko Kandić'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Verjetnost,10,2,sreda,V,2.04,['Gregor Šega'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Podatkovne baze 1,11,1,sreda,S,3.10,['Matija Lokar'],2
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Podatkovne baze 1,12,2,sreda,P,3.12,['Matija Lokar'],2
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Fizikalni praktikum,12,2,sreda,V,P.104,['Sergej Faletič'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,KOLOKVIJI 2P,18,2,sreda,P,2.01,[],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Verjetnost,10,2,četrtek,P,3.06,['Martin Raič'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Algebra in diskretna matematika,12,3,četrtek,V,3.06,['Eva Zmazek'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,MAT 2,8,3,petek,V,P.02,['Ema Češek'],1
Zimski semester 2022/23,Aplikativna matematika,2. letnik,Algebra in diskretna matematika,11,3,petek,P,P.02,['Primož Potočnik'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Mehanika,8,2,ponedeljek,P,2.04,['George Mejak'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Matematično modeliranje,10,2,ponedeljek,P,3.12,['Emil Žagar'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Podatkovne baze 1,12,2,ponedeljek,V,3.12,['Filip Koprivec'],2
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Mehanika,10,2,torek,V,3.11,['George Mejak'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Optimizacija,12,3,torek,V,3.11,['Gregor Šega'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Računalništvo 1,8,3,sreda,V,3.10,['Ajda Lampe'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Podatkovne baze 1,11,1,sreda,S,3.10,['Matija Lokar'],2
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Podatkovne baze 1,12,2,sreda,P,3.12,['Matija Lokar'],2
Zimski semester 2022/23,Aplikativna matematika,3. letnik,KOLOKVIJI 3P,18,2,sreda,P,2.02,[],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Matematično modeliranje,9,2,četrtek,V,3.10,['Tadej Kanduč'],1
